Player Name,C,L,R,D,CON,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,OV,Age,Contract,Salary,Link
Anton Wahlberg (R),X,,,,100.00,49,35,87,64,73,75,88,58,50,54,42,54,52,37,35,0,40,59,20,0,0$,NHL Link
Austin Watson,,X,,,100.00,71,99,50,56,88,68,83,51,40,43,45,52,50,82,64,0,40,59,34,0,0$,NHL Link
Josh Brown,,,,X,100.00,71,65,50,53,90,64,79,45,35,43,37,52,50,70,51,0,40,58,32,0,0$,NHL Link
Trevor Carrick,,,,X,100.00,56,47,54,58,73,63,81,50,35,48,39,58,50,59,45,0,40,58,31,0,0$,NHL Link
Noah Chadwick (R),,,,X,100.00,62,35,75,58,83,73,88,51,35,47,39,50,50,37,35,0,40,58,21,0,0$,NHL Link
Trevor Connelly (R),,X,,,100.00,35,35,87,69,53,63,70,62,40,62,47,51,57,36,35,0,40,58,20,0,0$,NHL Link
Sean Day,,,,X,100.00,73,35,97,54,87,72,82,48,35,45,37,46,50,49,35,0,40,58,28,0,0$,NHL Link
Marc Del-Gaizo,,,,X,100.00,42,35,75,62,61,67,84,53,35,47,42,64,50,46,38,0,40,58,26,0,0$,NHL Link
Phil Di-Giuseppe,,X,,,100.00,47,42,53,64,66,73,91,57,40,48,47,45,50,69,56,0,40,58,32,0,0$,NHL Link
Cal Foote,,,,X,100.00,75,35,86,51,93,58,72,47,35,45,38,56,50,55,43,0,40,58,27,0,0$,NHL Link
Alex Gagne (R),,,,X,100.00,75,50,64,51,95,72,80,45,35,44,36,59,50,40,35,0,40,58,23,0,0$,NHL Link
David Gustafsson,X,,,,100.00,51,35,92,59,73,67,72,54,50,52,44,57,50,63,43,0,40,58,26,0,0$,NHL Link
Kasper Halttunen (R),,,X,,100.00,60,35,71,61,82,73,89,57,40,48,48,48,62,37,35,0,40,58,21,0,0$,NHL Link
Kirill Kirsanov (R),,,,X,100.00,75,35,94,53,86,75,88,46,35,41,38,57,50,40,35,0,40,58,23,0,0$,NHL Link
Viliam Kmec (R),,,,X,100.00,75,35,82,53,88,66,86,47,35,43,38,58,50,38,35,0,40,58,22,0,0$,NHL Link
Vinni Lettieri,X,,,,100.00,42,35,78,64,59,67,78,59,50,55,47,51,58,56,43,0,40,58,31,0,0$,NHL Link
Fabian Lysell,,,X,,100.00,40,35,66,65,60,72,79,59,40,53,49,58,50,41,36,0,40,58,23,0,0$,NHL Link
Curtis McKenzie,,X,,,100.00,60,49,55,60,78,75,91,54,40,47,44,49,50,68,50,0,40,58,35,0,0$,NHL Link
Lucas Mercuri (R),X,,,,100.00,75,98,50,55,90,67,87,52,50,43,46,61,50,40,35,0,40,58,24,0,0$,NHL Link
Ville Ottavainen,,,,X,100.00,71,61,51,53,90,64,76,47,35,45,38,57,50,42,35,0,40,58,23,0,0$,NHL Link
Juraj Pekarcik (R),,,X,,100.00,60,35,94,61,78,75,89,57,40,51,44,47,50,37,35,0,40,58,20,0,0$,NHL Link
Francesco Pinelli (R),X,,,,100.00,40,35,67,65,64,73,86,57,50,49,46,61,50,39,35,0,40,58,23,0,0$,NHL Link
Valtteri Puustinen,,,X,,100.00,38,35,89,65,55,66,81,59,40,55,45,55,62,48,39,0,40,58,27,0,0$,NHL Link
Lleyton Roed (R),,X,,,100.00,35,35,90,66,59,66,86,58,40,54,44,64,50,40,35,0,40,58,23,0,0$,NHL Link
Matyas Sapovaliv (R),X,,,,100.00,49,35,95,64,75,75,91,57,50,46,49,46,61,38,35,0,40,58,22,0,0$,NHL Link
Gabriel Seger,,X,,,100.00,71,35,87,56,88,75,89,50,40,44,41,59,50,43,35,0,40,58,26,0,0$,NHL Link
Artem Shlaine (R),X,,,,100.00,42,35,92,65,65,75,87,58,50,48,50,48,50,40,35,0,40,58,24,0,0$,NHL Link
Ben Steeves (R),,X,,,100.00,35,50,50,71,48,75,91,62,40,50,53,53,52,40,35,0,40,58,24,0,0$,NHL Link
Maksymilian Szuber,,,,X,100.00,56,46,56,60,77,71,86,53,35,46,44,52,52,43,35,0,40,58,23,0,0$,NHL Link
Jarred Tinordi,,,,X,100.00,75,76,50,47,99,63,69,42,35,40,37,54,50,78,46,0,40,58,34,0,0$,NHL Link
Juuso Valimaki,,,,X,100.00,75,35,90,50,88,48,55,48,35,50,42,51,50,57,50,0,40,58,27,0,0$,NHL Link
Jack Williams,,,X,,100.00,40,35,91,66,60,75,91,58,40,50,47,52,57,42,35,0,40,58,24,0,0$,NHL Link
Christian Wolanin,,,,X,100.00,45,35,90,61,69,63,76,54,35,52,41,57,50,56,40,0,40,58,31,0,0$,NHL Link
Alexander Alexeyev,,,,X,100.00,75,35,84,47,95,60,64,43,35,42,38,53,50,57,39,0,40,57,26,0,0$,NHL Link
Joey Anderson,,,X,,100.00,62,35,90,58,75,60,75,55,40,47,49,47,57,52,44,0,40,57,28,0,0$,NHL Link
Dominik Badinka (R),,,,X,100.00,60,35,90,56,80,75,88,47,35,40,40,54,50,37,35,0,40,57,20,0,0$,NHL Link
Ethan Bear,,,,X,100.00,51,35,90,57,67,56,66,51,35,53,39,53,50,63,50,0,40,57,29,0,0$,NHL Link
Ben Berard,,X,,,100.00,47,35,90,63,66,66,84,57,40,47,51,43,69,43,35,0,40,57,27,0,0$,NHL Link
Clark Bishop,X,,,,100.00,56,40,60,61,71,75,91,53,50,44,46,48,50,59,48,0,40,57,30,0,0$,NHL Link
Damien Carfagna (R),,,,X,100.00,40,35,84,62,62,70,86,50,35,45,41,62,50,40,35,0,40,57,23,0,0$,NHL Link
Lucas Carlsson,,,,X,100.00,47,35,80,60,66,65,80,52,35,45,45,53,50,57,44,0,40,57,28,0,0$,NHL Link
Brett Chorske,X,,,,100.00,71,35,91,55,94,65,83,50,50,43,44,52,50,41,35,0,40,57,25,0,0$,NHL Link
Nick Cicek,,,,X,100.00,56,79,50,60,77,69,89,52,35,47,41,46,50,46,41,0,40,57,26,0,0$,NHL Link
Graeme Clarke,,,X,,100.00,35,35,73,68,56,67,86,60,40,51,51,48,52,44,35,0,40,57,25,0,0$,NHL Link
Lucas Condotta,X,,,,100.00,75,70,50,54,86,75,89,49,50,42,41,54,50,49,46,0,40,57,28,0,0$,NHL Link
Hunter Drew,,X,,,100.00,69,99,50,56,83,74,83,51,40,43,46,49,50,49,35,0,40,57,27,0,0$,NHL Link
Dillon Dube,,X,,,100.00,40,35,93,62,60,61,70,56,40,48,52,49,50,61,53,0,40,57,27,0,0$,NHL Link
Samuel Fagemo,,X,,,100.00,56,35,86,62,69,75,91,57,40,46,50,39,50,47,36,0,40,57,26,0,0$,NHL Link
Riley Fiddler-Schultz (R),X,,,,100.00,56,35,79,61,71,70,83,57,50,46,52,43,52,40,35,0,40,57,24,0,0$,NHL Link
Finn Harding (R),,,,X,100.00,47,35,71,59,70,62,77,49,35,48,38,69,50,37,35,0,40,57,21,0,0$,NHL Link
Phil Kemp,,,,X,100.00,67,44,64,54,84,75,89,45,35,40,37,54,50,46,45,0,40,57,27,0,0$,NHL Link
Gabe Klassen (R),X,,,,100.00,38,35,87,64,57,67,81,57,50,48,49,56,58,39,35,0,40,57,23,0,0$,NHL Link
Danila Klimovich (R),,,X,,100.00,58,43,59,60,77,74,84,56,40,46,50,41,58,39,35,0,40,57,23,0,0$,NHL Link
Atro Leppanen,,,,X,100.00,38,35,81,64,61,61,76,57,35,55,44,47,50,44,35,0,40,57,27,0,0$,NHL Link
Kole Lind,,,X,,100.00,47,57,50,64,68,71,89,57,40,51,44,44,61,50,37,0,40,57,27,0,0$,NHL Link
Jake Livingstone,,,,X,100.00,69,35,83,53,87,59,75,47,35,45,38,57,50,47,35,0,40,57,27,0,0$,NHL Link
Amadeus Lombardi (R),X,,,,100.00,38,35,84,64,59,62,71,59,50,55,49,56,52,39,35,0,40,57,23,0,0$,NHL Link
Cooper Marody,X,,,,100.00,49,35,86,62,67,63,78,56,50,51,46,50,62,54,35,0,40,57,29,0,0$,NHL Link
Gerald Mayhew,,,X,,100.00,35,35,79,70,43,66,82,60,40,49,53,42,53,57,38,0,40,57,33,0,0$,NHL Link
Roland McKeown,,,,X,100.00,49,35,72,61,69,75,90,52,35,48,39,41,50,55,41,0,40,57,30,0,0$,NHL Link
Nikita Novikov (R),,,,X,100.00,51,35,66,59,75,73,85,49,35,45,40,58,50,39,35,0,40,57,22,0,0$,NHL Link
Nikita Pavlychev,X,,,,100.00,56,39,68,60,85,73,89,53,50,44,46,53,50,45,35,0,40,57,29,0,0$,NHL Link
Guillaume Richard (R),,,,X,100.00,42,35,87,61,67,72,89,49,35,42,41,63,50,39,35,0,40,57,23,0,0$,NHL Link
Blake Smith (R),,,,X,100.00,73,86,50,52,91,72,83,44,35,41,36,56,50,38,35,0,40,57,21,0,0$,NHL Link
Trey Taylor (R),,,,X,100.00,45,35,78,62,69,75,89,53,35,47,41,50,50,40,35,0,40,57,24,0,0$,NHL Link
Jack Thompson,,,,X,100.00,45,35,86,60,67,65,78,51,35,49,40,59,50,43,37,0,40,57,24,0,0$,NHL Link
William Trudeau (R),,,,X,100.00,60,38,64,57,76,68,83,49,35,43,42,53,50,40,35,0,40,57,23,0,0$,NHL Link
Joey Abate,,X,,,100.00,51,61,50,60,71,75,86,50,40,45,41,58,50,44,35,0,40,56,27,0,0$,NHL Link
Calen Addison,,,,X,100.00,35,35,79,66,53,75,86,55,35,52,40,42,50,53,43,0,40,56,26,0,0$,NHL Link
Matthew Barbolini,X,,,,100.00,60,35,91,58,78,73,83,52,50,47,42,46,62,42,35,0,40,56,26,0,0$,NHL Link
Tristan Bertucci (R),,,,X,100.00,42,35,65,61,67,69,84,51,35,48,39,55,50,37,35,0,40,56,20,0,0$,NHL Link
Tyler Boucher (R),,,X,,100.00,71,57,52,54,84,63,71,51,40,46,45,54,50,39,35,0,40,56,23,0,0$,NHL Link
Nikolas Brouillard,,,,X,100.00,35,35,62,65,51,74,87,51,35,49,38,54,50,47,35,0,40,56,31,0,0$,NHL Link
Daniel Carr,,X,,,100.00,49,35,77,60,67,62,73,53,40,46,49,40,52,67,46,0,40,56,34,0,0$,NHL Link
Corson Ceulemans (R),,,,X,100.00,53,35,72,59,74,70,85,51,35,46,42,43,50,39,35,0,40,56,23,0,0$,NHL Link
Kale Clague,,,,X,100.00,45,35,75,62,65,74,87,53,35,47,42,42,50,51,40,0,40,56,28,0,0$,NHL Link
Nate Clurman,,,,X,100.00,60,35,85,55,78,71,82,45,35,42,36,53,50,46,35,0,40,56,28,0,0$,NHL Link
Kyle Criscuolo,X,,,,100.00,35,35,85,65,53,72,83,56,50,50,46,46,51,59,36,0,40,56,34,0,0$,NHL Link
Riley Duran,,,X,,100.00,53,35,86,59,74,75,91,49,40,43,41,63,50,42,35,0,40,56,24,0,0$,NHL Link
Ethan Edwards (R),,,,X,100.00,49,41,56,61,67,75,89,51,35,44,43,47,51,40,35,0,40,56,24,0,0$,NHL Link
Jamie Engelbert,X,,,,100.00,60,39,67,60,82,70,89,53,50,48,42,44,50,42,35,0,40,56,26,0,0$,NHL Link
Hudson Fasching,,,X,,100.00,60,35,92,57,80,68,86,48,40,43,41,48,51,67,49,0,40,56,30,0,0$,NHL Link
Tye Felhaber,,X,,,100.00,40,35,76,63,60,69,84,54,40,46,47,54,50,46,35,0,40,56,27,0,0$,NHL Link
Casey Fitzgerald,,,,X,100.00,35,42,50,64,57,75,90,51,35,48,38,49,51,55,43,0,40,56,29,0,0$,NHL Link
Brendan Furry,,X,,,100.00,53,35,87,59,72,69,80,53,40,45,47,50,50,44,35,0,40,56,27,0,0$,NHL Link
Dylan Gambrell,X,,,,100.00,40,35,97,61,62,50,62,55,50,57,44,49,58,60,48,0,40,56,29,0,0$,NHL Link
Andrew Gibson (R),,,,X,100.00,64,59,50,56,84,73,90,46,35,42,37,50,50,37,35,0,40,56,21,0,0$,NHL Link
Jonathan Gruden,,X,,,100.00,47,35,62,61,66,75,87,52,40,45,45,53,51,46,36,0,40,56,26,0,0$,NHL Link
Maxence Guenette,,,,X,100.00,64,35,86,55,80,57,70,50,35,52,37,46,50,45,35,0,40,56,25,0,0$,NHL Link
Noel Gunler,,,X,,100.00,40,35,64,65,66,75,90,57,40,48,47,43,61,41,35,0,40,56,24,0,0$,NHL Link
Braden Hache (R),,,,X,100.00,64,84,50,56,84,73,91,45,35,40,37,53,50,39,35,0,40,56,23,0,0$,NHL Link
Jackson Hallum (R),,X,,,100.00,49,35,70,61,67,71,89,52,40,46,43,56,50,40,35,0,40,56,23,0,0$,NHL Link
Cross Hanas (R),,X,,,100.00,36,35,76,65,62,66,78,57,40,51,47,54,50,40,35,0,40,56,24,0,0$,NHL Link
Jagger Joshua,,X,,,100.00,56,66,50,60,75,73,90,53,40,47,41,47,50,43,35,0,40,56,27,0,0$,NHL Link
Alex Kannok-Leipert,,,,X,100.00,56,35,67,57,71,70,85,47,35,45,37,59,50,42,35,0,40,56,25,0,0$,NHL Link
Christian Kyrou (R),,,,X,100.00,35,35,89,67,49,72,81,56,35,52,43,48,58,39,35,0,40,56,22,0,0$,NHL Link
Joey Larson,,,X,,100.00,51,35,86,61,71,71,84,53,40,43,49,48,52,41,35,0,40,56,25,0,0$,NHL Link
Kevin Lombardi,,,X,,100.00,75,39,75,50,97,63,70,49,40,43,46,49,50,44,35,0,40,56,27,0,0$,NHL Link
Caleb MacDonald (R),,,,X,100.00,75,63,50,50,95,63,80,45,35,41,37,47,50,40,35,0,40,56,23,0,0$,NHL Link
Matthew Maggio (R),,,X,,100.00,42,35,80,63,61,73,84,55,40,49,45,49,61,40,35,0,40,56,23,0,0$,NHL Link
Kyle Marino,,X,,,100.00,75,99,50,54,88,75,89,47,40,41,40,50,50,47,40,0,40,56,31,0,0$,NHL Link
Ryan Mast (R),,,,X,100.00,75,35,87,50,92,57,70,45,35,46,35,51,50,39,35,0,40,56,23,0,0$,NHL Link
Jack Millar,,,,X,100.00,75,35,90,48,92,62,66,42,35,41,37,60,50,42,35,0,40,56,25,0,0$,NHL Link
Cedric Pare,X,,,,100.00,71,44,66,55,86,72,83,50,50,45,41,47,52,43,35,0,40,56,27,0,0$,NHL Link
Chase Pietila (R),,,,X,100.00,42,50,50,60,67,68,86,47,35,45,37,67,50,38,35,0,40,56,22,0,0$,NHL Link
Garrett Pilon,X,,,,100.00,47,35,95,61,66,67,78,54,50,51,42,49,50,50,45,0,40,56,28,0,0$,NHL Link
Isaac Ratcliffe,X,,,,100.00,56,47,59,58,83,71,80,51,50,46,42,52,50,48,36,0,40,56,27,0,0$,NHL Link
Dylan Roobroeck (R),X,,,,100.00,60,66,50,60,88,70,91,53,50,45,44,42,58,38,35,0,40,56,21,0,0$,NHL Link
Luke Rowe,,,,X,100.00,64,65,50,55,78,64,83,46,35,43,37,57,50,44,35,0,40,56,27,0,0$,NHL Link
Henrik Rybinski,,,X,,100.00,42,35,84,62,67,72,81,54,40,49,43,54,50,41,35,0,40,56,25,0,0$,NHL Link
Jakub Rychlovsky,,X,,,100.00,36,35,83,65,56,73,87,54,40,49,42,64,50,41,35,0,40,56,24,0,0$,NHL Link
Ashton Sautner,,,,X,100.00,47,35,69,59,68,71,88,46,35,42,37,54,50,57,41,0,40,56,32,0,0$,NHL Link
Ryan Schmelzer,X,,,,100.00,42,35,71,63,67,75,86,53,50,51,38,50,51,49,35,0,40,56,32,0,0$,NHL Link
Jimmy Schuldt,,,,X,100.00,58,39,62,58,75,75,89,49,35,45,37,39,50,55,35,0,40,56,31,0,0$,NHL Link
Harrison Scott,X,,,,100.00,40,35,76,65,62,71,91,56,50,44,49,50,51,42,35,0,40,56,25,0,0$,NHL Link
Stian Solberg (R),,,,X,100.00,60,69,50,59,78,74,90,52,35,43,45,42,52,37,35,0,40,56,20,0,0$,NHL Link
Wojciech Stachowiak,,X,,,100.00,49,35,77,60,69,60,72,54,40,49,46,55,62,43,35,0,40,56,26,0,0$,NHL Link
Mitchell Stephens,X,,,,100.00,45,35,86,62,63,73,89,53,50,45,45,42,50,57,42,0,40,56,29,0,0$,NHL Link
Antonio Stranges (R),,X,,,100.00,40,35,92,65,60,75,89,56,40,48,46,40,53,40,35,0,40,56,24,0,0$,NHL Link
Tyler Thorpe (R),,,X,,100.00,75,64,50,54,92,75,88,48,40,43,38,52,50,37,35,0,40,56,20,0,0$,NHL Link
Borya Valis (R),,,X,,100.00,60,35,73,58,78,69,82,51,40,42,47,48,54,38,35,0,40,56,22,0,0$,NHL Link
Evan Vierling (R),X,,,,100.00,35,35,92,66,59,75,89,57,50,48,48,45,57,40,35,0,40,56,24,0,0$,NHL Link
Noah Warren (R),,,,X,100.00,71,35,83,53,88,64,82,45,35,42,37,51,50,38,35,0,40,56,21,0,0$,NHL Link
Zayde Wisdom (R),,,X,,100.00,49,35,85,62,65,72,89,53,40,44,46,54,51,40,40,0,40,56,23,0,0$,NHL Link
Koehn Ziemmer (R),,,X,,100.00,56,35,82,58,73,69,79,51,40,44,44,56,50,38,35,0,40,56,21,0,0$,NHL Link
Tristan Allard (R),X,,,,100.00,51,45,54,61,73,75,89,52,50,46,41,49,50,40,35,0,40,55,24,0,0$,NHL Link
Tyler Angle,X,,,,100.00,35,35,84,64,55,65,83,52,50,49,40,61,50,46,35,0,40,55,25,0,0$,NHL Link
Ronnie Attard,,,,X,100.00,62,35,72,53,81,55,69,46,35,46,38,51,50,48,37,0,40,55,27,0,0$,NHL Link
Ondrej Becher (R),X,,,,100.00,42,35,72,62,65,63,82,53,50,48,42,54,51,38,35,0,40,55,22,0,0$,NHL Link
Wyatt Bongiovanni,X,,,,100.00,49,35,79,62,67,66,86,54,50,45,47,41,62,43,35,0,40,55,26,0,0$,NHL Link
Jakub Brabenec (R),X,,,,100.00,35,35,78,65,61,69,83,54,50,48,45,53,54,39,35,0,40,55,22,0,0$,NHL Link
Shai Buium (R),,,,X,100.00,75,35,94,49,88,56,63,44,35,44,38,48,50,39,35,0,40,55,23,0,0$,NHL Link
Will Butcher,,,,X,100.00,45,35,92,60,61,66,83,50,35,47,37,40,50,61,50,0,40,55,31,0,0$,NHL Link
Josiah Didier,,,,X,100.00,75,36,76,47,90,64,68,40,35,39,35,52,50,49,35,0,40,55,33,0,0$,NHL Link
Karsen Dorwart,,X,,,100.00,49,35,88,61,69,75,89,52,40,44,43,45,51,42,35,0,40,55,23,0,0$,NHL Link
Oscar Eklind,,X,,,100.00,75,35,83,50,94,67,73,46,40,39,43,52,50,44,35,0,40,55,27,0,0$,NHL Link
Ty Gallagher (R),,,,X,100.00,51,35,81,56,69,62,68,48,35,45,41,53,50,39,35,0,40,55,23,0,0$,NHL Link
Helge Grans,,,,X,100.00,56,35,81,56,77,70,82,46,35,43,37,44,50,42,35,0,40,55,24,0,0$,NHL Link
Taige Harding (R),,,,X,100.00,75,91,50,46,99,56,71,43,35,40,38,49,50,40,35,0,40,55,24,0,0$,NHL Link
Mike Hardman,,X,,,100.00,60,35,92,57,78,66,80,49,40,43,43,44,50,49,37,0,40,55,27,0,0$,NHL Link
Brett Harrison (R),X,,,,100.00,56,35,95,57,77,68,80,49,50,43,43,52,50,39,35,0,40,55,23,0,0$,NHL Link
Joe Hicketts,,,,X,100.00,35,35,60,64,49,68,87,50,35,47,38,52,50,55,46,0,40,55,30,0,0$,NHL Link
Alex Jefferies,,X,,,100.00,49,35,69,61,67,69,82,53,40,49,42,50,58,41,35,0,40,55,24,0,0$,NHL Link
Nikolai Knyzhov,,,,X,100.00,75,35,91,50,90,63,82,43,35,40,35,42,50,51,39,0,40,55,28,0,0$,NHL Link
Daylan Kuefler (R),,X,,,100.00,45,38,58,62,69,74,87,52,40,45,43,54,50,40,35,0,40,55,24,0,0$,NHL Link
Bryce McConnell-Barker (R),X,,,,100.00,49,35,86,61,71,70,89,52,50,42,46,43,51,38,35,0,40,55,22,0,0$,NHL Link
Hunter McKown,X,,,,100.00,47,35,75,61,68,74,84,52,50,46,42,44,61,44,36,0,40,55,23,0,0$,NHL Link
Filip Mesar (R),,,X,,100.00,40,35,83,64,58,73,90,53,40,47,42,52,50,38,35,0,40,55,22,0,0$,NHL Link
Carson Meyer,,,X,,100.00,38,35,84,63,59,65,78,54,40,47,47,42,58,50,42,0,40,55,28,0,0$,NHL Link
Nico Myatovic (R),,X,,,100.00,51,35,82,60,73,75,90,49,40,43,41,55,50,38,35,0,40,55,21,0,0$,NHL Link
Olivier Nadeau (R),,,X,,100.00,60,35,86,57,78,68,78,52,40,44,46,45,57,39,35,0,40,55,23,0,0$,NHL Link
Dmitri Osipov,,,,X,100.00,75,55,58,48,95,62,73,42,35,38,38,52,51,46,35,0,40,55,29,0,0$,NHL Link
Tobie Paquette-Bisson,,,,X,100.00,62,35,90,53,81,57,72,44,35,41,38,59,50,45,35,0,40,55,29,0,0$,NHL Link
Oskar Pettersson (R),,,X,,100.00,64,35,90,57,80,74,89,49,40,41,42,45,50,38,35,0,40,55,22,0,0$,NHL Link
Luke Prokop (R),,,,X,100.00,75,35,85,49,94,61,67,43,35,41,38,47,50,40,35,0,40,55,24,0,0$,NHL Link
Carson Rehkopf (R),X,,,,100.00,56,35,85,58,75,71,89,49,50,39,45,49,50,37,35,0,40,55,21,0,0$,NHL Link
Tucker Robertson (R),X,,,,100.00,49,35,73,61,65,65,84,53,50,45,46,53,64,39,35,0,40,55,23,0,0$,NHL Link
Robbie Russo,,,,X,100.00,49,35,85,58,67,66,81,47,35,43,39,48,50,59,36,0,40,55,33,0,0$,NHL Link
Samuel Savoie (R),,X,,,100.00,45,35,69,61,61,74,83,52,40,45,45,49,50,38,35,0,40,55,22,0,0$,NHL Link
Brandon Scanlin,,,,X,100.00,75,50,62,50,90,61,73,44,35,40,38,47,50,46,35,0,40,55,27,0,0$,NHL Link
Jake Schmaltz,,X,,,100.00,40,35,93,62,66,67,85,51,40,45,42,56,50,41,35,0,40,55,25,0,0$,NHL Link
Yegor Sidorov (R),,,X,,100.00,40,35,77,64,62,74,88,54,40,45,47,40,52,38,35,0,40,55,22,0,0$,NHL Link
Owen Sillinger,X,,,,100.00,38,35,68,65,57,68,89,56,50,48,46,43,50,47,40,0,40,55,28,0,0$,NHL Link
Matthew Strome,,X,,,100.00,60,35,80,57,82,67,78,50,40,46,42,50,51,43,35,0,40,55,27,0,0$,NHL Link
Chris Terry,,X,,,100.00,58,35,86,57,69,65,78,49,40,43,43,47,64,67,48,0,40,55,37,0,0$,NHL Link
Cade Webber,,,,X,100.00,75,35,86,46,94,58,60,39,35,38,35,59,50,41,35,0,40,55,25,0,0$,NHL Link
Roman Ahcan,,X,,,100.00,35,39,50,66,48,73,87,52,40,41,48,54,50,43,35,0,40,54,27,0,0$,NHL Link
Nolan Allan,,,,X,100.00,49,42,56,59,71,66,85,49,35,46,38,44,50,41,37,0,40,54,23,0,0$,NHL Link
Dylan Anhorn,,,,X,100.00,47,35,87,57,66,57,70,46,35,46,38,52,50,43,35,0,40,54,27,0,0$,NHL Link
Joe Arntsen (R),,,,X,100.00,64,67,50,54,82,75,85,43,35,38,37,42,50,39,35,0,40,54,23,0,0$,NHL Link
Caedan Bankier (R),X,,,,100.00,47,35,88,60,70,74,86,49,50,42,43,44,64,39,35,0,40,54,23,0,0$,NHL Link
Tyrel Bauer (R),,,,X,100.00,62,82,50,52,81,63,75,41,35,38,36,57,50,40,35,0,40,54,24,0,0$,NHL Link
Sean Behrens (R),,,,X,100.00,36,35,85,61,56,61,78,50,35,48,39,56,50,39,35,0,40,54,23,0,0$,NHL Link
Travis Boyd,X,,,,100.00,38,35,95,59,61,53,61,51,50,51,44,44,50,72,51,0,40,54,32,0,0$,NHL Link
Logan Brown,X,,,,100.00,75,35,93,47,98,47,59,45,50,48,36,51,50,53,40,0,40,54,28,0,0$,NHL Link
Cole Clayton,,,,X,100.00,53,35,69,57,74,70,86,45,35,41,37,46,50,42,35,0,40,54,26,0,0$,NHL Link
Daniel D'Amato,,X,,,100.00,49,35,81,60,69,71,88,49,40,43,41,53,50,41,35,0,40,54,25,0,0$,NHL Link
Cam Dineen,,,,X,100.00,45,35,84,57,63,59,66,48,35,49,38,48,50,49,37,0,40,54,28,0,0$,NHL Link
Jackson Dorrington (R),,,,X,100.00,47,41,56,59,70,75,89,45,35,41,37,45,50,38,35,0,40,54,22,0,0$,NHL Link
John Farinacci,X,,,,100.00,40,35,95,62,62,74,88,49,50,42,42,48,58,43,35,0,40,54,25,0,0$,NHL Link
Joe Fleming (R),,X,,,100.00,75,99,50,52,86,72,82,46,40,42,38,47,50,39,35,0,40,54,23,0,0$,NHL Link
Jean-Luc Foudy,,,X,,100.00,35,35,79,65,55,72,88,52,40,48,39,44,50,44,36,0,40,54,24,0,0$,NHL Link
Ethan Gauthier (R),,,X,,100.00,38,35,93,62,61,67,78,52,40,46,45,53,50,37,35,0,40,54,21,0,0$,NHL Link
Ben Gleason,,,,X,100.00,45,35,85,60,67,65,81,50,35,49,37,39,50,52,35,0,40,54,28,0,0$,NHL Link
David Gucciardi (R),,,,X,100.00,56,39,62,55,73,62,75,45,35,42,38,52,50,40,35,0,40,54,23,0,0$,NHL Link
Daniil Gushchin,,X,,,100.00,35,35,82,66,43,61,73,54,40,45,50,54,62,44,36,0,40,54,24,0,0$,NHL Link
Aleksi Heimosalmi (R),,,,X,100.00,36,35,72,60,58,65,75,47,35,45,38,57,50,39,35,0,40,54,23,0,0$,NHL Link
Colton Huard,,,,X,100.00,75,40,73,45,93,57,58,40,35,38,38,52,50,42,35,0,40,54,25,0,0$,NHL Link
Aatu Jamsen (R),,,X,,100.00,35,35,83,68,50,63,81,53,40,43,48,53,62,40,35,0,40,54,23,0,0$,NHL Link
Marc Johnstone,,,X,,100.00,47,35,65,60,66,63,79,52,40,47,42,53,50,49,35,0,40,54,30,0,0$,NHL Link
Jake Leschyshyn,X,,,,100.00,45,35,86,61,63,75,86,50,50,41,46,41,50,48,39,0,40,54,27,0,0$,NHL Link
Dans Locmelis (R),X,,,,100.00,35,35,96,61,61,54,68,52,50,45,48,59,51,38,35,0,40,54,22,0,0$,NHL Link
Robert Mastrosimone,,X,,,100.00,35,35,72,65,50,57,73,54,40,49,46,56,51,41,35,0,40,54,25,0,0$,NHL Link
Matyas Melovsky (R),X,,,,100.00,45,35,79,60,67,63,78,51,50,46,43,49,52,38,35,0,40,54,22,0,0$,NHL Link
Tommy Miller,,,,X,100.00,49,35,82,56,71,71,78,44,35,40,37,55,50,43,35,0,40,54,27,0,0$,NHL Link
Tanner Molendyk (R),,,,X,100.00,36,35,91,62,60,66,82,50,35,48,38,45,50,37,35,0,40,54,21,0,0$,NHL Link
Jan Mysak (R),X,,,,100.00,45,35,79,60,63,70,78,50,50,44,43,52,51,40,35,0,40,54,24,0,0$,NHL Link
Viktor Neuchev (R),,X,,,100.00,36,35,90,63,58,72,85,52,40,45,43,49,53,39,35,0,40,54,22,0,0$,NHL Link
Wyatt Newpower,,,,X,100.00,64,43,64,52,84,63,76,43,35,40,37,48,50,45,35,0,40,54,28,0,0$,NHL Link
Noel Nordh (R),,X,,,100.00,53,35,93,58,74,66,82,49,40,46,40,46,51,37,35,0,40,54,21,0,0$,NHL Link
Oskar Olausson,,,X,,100.00,36,35,84,64,64,65,84,53,40,47,45,47,51,44,35,0,40,54,23,0,0$,NHL Link
Montana Onyebuchi,,,,X,100.00,75,61,51,49,88,57,69,43,35,42,36,43,50,42,35,0,40,54,26,0,0$,NHL Link
Justin Pearson,,X,,,100.00,40,35,74,61,64,61,78,51,40,44,45,55,50,44,35,0,40,54,28,0,0$,NHL Link
Dylan Peterson (R),X,,,,100.00,47,56,50,60,74,63,79,51,50,44,45,43,50,40,35,0,40,54,24,0,0$,NHL Link
